Date,Open,High,Low,Close,Adj Close,Volume
2024-05-09,165.949997,166.699997,161.500000,161.899994,161.899994,30223088
2024-05-10,163.199997,164.350006,161.850006,162.250000,162.250000,31472419
2024-05-13,162.449997,164.500000,158.050003,163.850006,163.850006,36561003
2024-05-14,164.100006,166.550003,163.500000,164.949997,164.949997,46261468
2024-05-15,164.949997,167.550003,164.949997,165.600006,165.600006,29601304
2024-05-16,167.250000,168.000000,162.300003,165.899994,165.899994,41126570
2024-05-17,166.600006,168.449997,165.449997,167.350006,167.350006,39181277
2024-05-21,168.500000,175.199997,167.949997,174.350006,174.350006,84833644
2024-05-22,175.449997,175.500000,171.500000,173.300003,173.300003,42919832
2024-05-23,173.050003,175.800003,170.500000,175.500000,175.500000,49377680
2024-05-24,174.949997,177.550003,174.149994,174.850006,174.850006,38674485
2024-05-27,177.699997,177.699997,174.850006,175.500000,175.500000,30410585
2024-05-28,175.899994,177.500000,173.449997,174.899994,174.899994,39208456
2024-05-29,174.750000,176.000000,173.500000,174.250000,174.250000,36575550
2024-05-30,172.000000,172.000000,163.350006,164.149994,164.149994,108813875
2024-05-31,166.050003,167.949997,164.000000,167.199997,167.199997,83713848
2024-06-03,173.250000,175.000000,168.850006,174.250000,174.250000,86397540
2024-06-04,174.500000,174.649994,148.149994,158.949997,158.949997,125042158
2024-06-05,162.149994,169.600006,159.000000,169.199997,169.199997,60098501
2024-06-06,170.000000,174.699997,169.399994,172.050003,172.050003,57920819
2024-06-07,172.000000,179.649994,170.800003,178.899994,178.899994,84319867
2024-06-10,180.210007,182.100006,177.360001,180.289993,180.289993,74286848
2024-06-11,180.500000,183.750000,180.500000,181.330002,181.330002,55555544
2024-06-12,182.250000,183.869995,181.500000,182.229996,182.229996,33304643
2024-06-13,183.399994,184.100006,180.509995,182.559998,182.559998,36669164
2024-06-14,182.949997,183.500000,181.399994,183.149994,183.149994,28509237
2024-06-18,183.800003,184.600006,180.600006,181.119995,181.119995,35032118
2024-06-19,182.449997,182.490005,179.899994,180.020004,180.020004,12133333
